Unnamed: 0,ID,Check-In,Check-Out,Localização,titulo_2,Número Hóspedes,Número Quartos,Número Camas,Número Banheiros,Plus 1,Plus 2,Plus 3,Plus 4,Avaliação,Número Comentários,Superhost,Preço/Noite,Preço com taxas
389,45515129,2021-02-12,2021-02-14,Ponta da Praia,Kitnet Aconchegante 1 quadra da Praia.,4,Estúdio,2,1,Wi-Fi,Elevador,Cozinha,Estacionamento gratuito,5.0,8,Novo preço mais baixo,156.0,411.0
390,46110784,2021-02-19,2021-02-21,Centro,Apartamento - Guarujá Pitangueiras 80M da praia,5,1,3,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.36,11,Novo preço mais baixo,232.0,593.0
391,21343322,2021-02-12,2021-02-14,Jardim Imperador,Kitnet Praia Grande de frente com o MAR,6,Estúdio,4,1,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.4,32,Novo preço mais baixo,171.0,342.0
392,38382257,2021-02-19,2021-02-21,Centro,Kitnet reformada nas Pitangueiras,4,1,1,1,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.67,3,Novo preço mais baixo,293.0,684.0
393,17181301,2021-02-19,2021-02-21,Praia Grande,Maravilhosa cobertura com jacuzzi frente praia,4,1,3,2,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,5.0,27,Novo preço mais baixo,427.0,1153.0
394,46642800,2021-02-19,2021-02-21,José Menino,Book Santos - Unlimited 3211 - No alto do Arranha Céus,4,1,2,1,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.88,8,Raridade,341.0,812.0
395,23071620,2021-02-19,2021-02-21,Jardim Las Palmas,SENSACIONAL COBERTURA C/PISCINA NA PRAIA,6,3,4,2 e meio,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.77,48,Novo preço mais baixo,552.0,1244.0
396,35761856,2021-02-19,2021-02-21,Jardim Las Palmas,"Linda cobertura Praia do Tombo c tv a cabo, Wi-Fi",8,2,3,1 e meio,Wi-Fi,Elevador,Máquina de Lavar,Ar-condicionado,4.9,30,Novo preço mais baixo,522.0,1194.0
397,35821209,2021-02-12,2021-02-14,Casa inteira em Jardim Ana Maria,Casa Pé na Areia em Condomínio Fechado - Guarujá,9,3,6,2 e meio,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.97,31,Novo preço mais baixo,696.0,1541.0
398,31499186,2021-02-12,2021-02-14,Jardim dos Passaros,"""Charmoso e aconchegante apartamento no Guarujá""",6,2,3,1,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,4.88,8,Raridade,299.0,628.0
399,23175564,2021-02-26,2021-02-28,Aparecida,"Venha viver a Natureza, prédio frente  praia",4,1,2,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.79,84,Novo preço mais baixo,154.0,388.0
400,45855495,2021-02-26,2021-02-28,Praia Grande,"PG Frente ao mar. Espaçoso, aconchegante com wifi",6,2,3,2,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.91,11,Raridade,239.0,628.0
401,47129971,2021-02-26,2021-02-28,Jardim A. Maria,"Guarujá, Apto 3 quadras da praia",8,2,6,2,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,5.0,3,Novo preço mais baixo,245.0,589.0
402,39197602,2021-02-26,2021-02-28,Barra Funda,Conforto e Lazer - Praia de Pitangueiras - GUARUJÁ,4,1,2,2,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.97,32,Novo preço mais baixo,296.0,742.0
403,31042043,2021-02-19,2021-02-21,Centro,Apartamento Guarujá/SP - Praia de Pitangueiras,4,1,2,1,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.87,31,Novo preço mais baixo,224.0,568.0
404,47000857,2021-02-26,2021-02-28,Vila Luis Antonio,APARTAMENTO FRENTE MAR PRAIA ASTURIAS,6,2,3,2,Wi-Fi,Self check-In,Vista para o mar,Máquina de Lavar,4.73,11,Novo preço mais baixo,357.0,913.0
405,22237772,2021-02-12,2021-02-14,Jardim Las Palmas,Lindo APT resort 3 quartos 2 suite 2 vaga ASTURIAS,8,3,4,4,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.72,36,Novo preço mais baixo,584.0,1366.0
406,16215330,2021-02-12,2021-02-14,Santos,Apto BNB,4,1,2,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.78,28,Novo preço mais baixo,261.0,522.0
407,30972896,2021-02-12,2021-02-14,Centro,APARTAMENTO GUARUJÁ,6,2,4,1,Cozinha,Estacionamento gratuito,Permitido animais,Máquina de Lavar,4.6,6,Novo preço mais baixo,268.0,685.0
408,45466500,2021-02-12,2021-02-14,Cidade Ocian,3 min da praia/wifi e vaga em local previlegiado!,3,1,2,1,Wi-Fi,Cozinha,Estacionamento gratuito,Máquina de Lavar,5.0,6,Novo preço mais baixo,159.0,402.0
409,25393454,2021-02-26,2021-02-28,BR,Lindo apê Enseada(Guarujá) 600m do mar tudo perto!,9,3,4,2,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.91,121,Raridade,271.0,671.0
410,40207948,2021-02-26,2021-02-28,Aviação,Apto locação Praia Grande (Aviação) WiFi - NetFlix,6,2,2,2,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,5.0,20,Novo preço mais baixo,275.0,549.0
411,32399851,2021-02-19,2021-02-21,Parque Enseada,"Ap praia Enseada, Guarujá,  excelente localização",5,1,8,0,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.83,6,Novo preço mais baixo,214.0,548.0
412,29258338,2021-02-19,2021-02-21,Balneario Cidade Atlantica,Dom Pedro - Conforto e comodidade com três quartos,9,3,4,2,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.82,11,Novo preço mais baixo,243.0,636.0
413,15334158,2021-02-12,2021-02-14,Guarujá,Apto Flat Enseada Guaruja,5,1,2,2,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.76,50,Novo preço mais baixo,422.0,843.0
414,30282988,2021-02-26,2021-02-28,Itarare,"Studio em São Vicente , Sp , Praia dos milionários",3,Estúdio,2,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.89,9,Novo preço mais baixo,240.0,479.0
415,31831718,2021-02-26,2021-02-28,Aviação,Apê na Praia🏅Churrasco e Alegria td dia =D,6,1,2,2,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.91,55,Novo preço mais baixo,212.0,573.0
416,22197735,2021-02-19,2021-02-21,Praia Grande,*** Apartamento em Praia Grande Frente ao Mar ***,6,1,3,1,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,4.9,78,Novo preço mais baixo,213.0,536.0
417,45855495,2021-02-26,2021-02-28,Praia Grande,"PG Frente ao mar. Espaçoso, aconchegante com wifi",6,2,3,2,Wi-Fi,Vista para o mar,Máquina de Lavar,Cozinha,4.91,11,Raridade,239.0,628.0
418,25393454,2021-02-26,2021-02-28,BR,Lindo apê Enseada(Guarujá) 600m do mar tudo perto!,9,3,4,2,Wi-Fi,Self check-In,Máquina de Lavar,Ar-condicionado,4.91,121,Raridade,271.0,671.0
419,39855974,2021-02-19,2021-02-21,Guilhermina,Apartamento em frente a praia,4,1,3,1,Elevador,Self check-In,Vista para o mar,Cozinha,4.85,27,Novo preço mais baixo,131.0,342.0
420,47586746,2021-02-26,2021-02-28,Vila Auzira,Apartamento Guarujá Asturias,6,1,1,1,Ar-condicionado,Cozinha,Estacionamento gratuito,Máquina de Lavar,5.0,4,Novo preço mais baixo,203.0,525.0
421,39675737,2021-02-26,2021-02-28,Jardim Las Palmas,Apartamento sofisticado - Praia das Astúrias,6,Estúdio,4,2,Ar-condicionado,Piscina,Cozinha,Estacionamento gratuito,4.66,30,Novo preço mais baixo,252.0,673.0
422,41143618,2021-02-26,2021-02-28,Mongagua,Apto de 1 dorm frente ao mar com piscina no centro,6,1,3,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.89,35,Raridade,178.0,445.0
423,13480176,2021-02-26,2021-02-28,Guarujá,Flat Apart Hotel Praia da Pitangueiras Local Nobre,4,1,5,1,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.8,142,Novo preço mais baixo,321.0,741.0
424,39499342,2021-02-26,2021-02-28,Praia Grande,"Apartamento 1 dormitório no Boqueirão com Piscina, 50 metros da Praia",4,1,3,1,Wi-Fi,Elevador,Vista para o mar,Ar-condicionado,5.0,18,Novo preço mais baixo,184.0,488.0
425,46110784,2021-02-26,2021-02-28,Centro,Apartamento - Guarujá Pitangueiras 80M da praia,5,1,3,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.36,11,Novo preço mais baixo,232.0,593.0
426,40376079,2021-02-19,2021-02-21,Centro,Apartamento Pitangueiras Guarujá,6,1,4,1,Cozinha,Estacionamento gratuito,Permitido animais,Elevador,5.0,7,Novo preço mais baixo,286.0,571.0
427,23071620,2021-02-19,2021-02-21,Jardim Las Palmas,SENSACIONAL COBERTURA C/PISCINA NA PRAIA,6,3,4,2 e meio,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.77,48,Novo preço mais baixo,552.0,1244.0
428,46177096,2021-02-12,2021-02-14,Guarujá,apto Pitangueiras Linda vista frente ao mar,9,4,9,2,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.91,11,Novo preço mais baixo,703.0,1655.0
429,45568114,2021-02-12,2021-02-14,Casa inteira em Vila Tupi,"CASA TOP,  GARAGEM, WIFI, CHURRASQ, 100 MTS PRAIA",6,1,5,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,5.0,4,Novo preço mais baixo,251.0,502.0
430,46033720,2021-02-19,2021-02-21,José Menino,"Studio 607, frente ao mar, completo  todo decorado",4,1,2,1,Wi-Fi,Self check-In,Vista para o mar,Ar-condicionado,5.0,9,Raridade,193.0,520.0
431,22157785,2021-02-26,2021-02-28,Jardim Vitoria,Quarto Clássico e Romântico - Room Two Dom Pedro,2,1,1,1 privado,Wi-Fi,Ar-condicionado,Piscina,Cozinha,5.0,7,Novo preço mais baixo,168.0,412.0
432,45436850,2021-02-26,2021-02-28,Centro,APARTAMENTO 2 QTOS DE FRENTE PARA PRAIA - GUARUJÁ,6,2,6,2,Wi-Fi,Cozinha,Self check-In,Vista para o mar,4.92,13,Novo preço mais baixo,320.0,760.0
433,40945881,2021-03-26,2021-03-28,Guarujá,"Guarujá, praia 1 quadra, Wi-Fi, ar Split - 1002",4,1,4,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.83,41,Raridade,187.0,434.0
434,32401352,2021-03-26,2021-03-28,Barra Funda,Suíte aconchegante Pitangueiras  Guarujá,2,1,1,1 privado,Wi-Fi,Piscina,Estacionamento gratuito,Elevador,4.87,92,Raridade,206.0,411.0
435,37617267,2021-03-26,2021-03-28,Guarujá,FLAT 01 QUADRA DA PRAIA PITANGUEIRAS - BOULEVARD 1812,4,1,3,1,Ar-condicionado,Piscina,Estacionamento gratuito,Elevador,4.77,31,Raridade,226.0,452.0
436,22030682,2021-03-26,2021-03-28,Gonzaga,Estanconfor Santos Gonzaga,4,1,1,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.89,168,Raridade,234.0,468.0
437,39671588,2021-03-26,2021-03-28,Guarujá,FLAT 01 QUADRA DA PRAIA PITANGUEIRAS - BOULEVARD 1710,4,1,3,1,Ar-condicionado,Piscina,Estacionamento gratuito,Elevador,4.76,34,Raridade,226.0,452.0
438,47114796,2021-03-05,2021-03-07,Enseada,"Apto lindo na Enseada, 350 m da praia, tudo perto",5,1,3,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.8,5,Raridade,167.0,434.0
439,46287455,2021-03-05,2021-03-07,José Menino,"Studio 207, Vista para o Mar com WI-FI",4,1,2,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.57,7,Raridade,187.0,508.0
440,33075341,2021-03-05,2021-03-07,Barra Funda,"Kitnet Guarujá Centro, Pitangueiras",4,1,3,1,Cozinha,Estacionamento gratuito,Elevador,Máquina de Lavar,4.62,53,Novo preço mais baixo,188.0,456.0
441,47474766,2021-03-05,2021-03-07,Jardim Las Palmas,Apartamento Loft acolhedor praia Astúrias Guarujá.,4,2,3,2,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,5.0,3,Novo preço mais baixo,181.0,510.0
442,41269141,2021-03-05,2021-03-07,Itararé,APTO STUDIO Santos-São Vicente Vista ao mar,4,1,1,1,Wi-Fi,Cozinha,Permitido animais,Vista para o mar,4.88,44,Raridade,112.0,284.0
443,47294739,2021-03-05,2021-03-07,Vila Julia,Venha desfrutar do melhor do Guarujá,5,1,1,1 e meio,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,3.75,4,Novo preço mais baixo,104.0,308.0
444,45507297,2021-03-05,2021-03-07,São Paulo,"Apto na quadra da praia Gonzaguinha, São Vicente.",5,1,4,1,Wi-Fi,Cozinha,Permitido animais,Máquina de Lavar,5.0,5,Raridade,160.0,320.0
445,36625620,2021-03-19,2021-03-21,Santos,Requinte & Conforto Frente à Praia do Gonzaga.,4,1,2,1 e meio,Wi-Fi,Elevador,Self check-In,Vista para o mar,4.97,31,Raridade,226.0,571.0
446,20774709,2021-03-19,2021-03-21,"Guarujá, Pitangueiras Centro",Guarujá Centro Pitangueiras Wi-Fi,4,1,3,1,Elevador,Self check-In,Cozinha,Estacionamento gratuito,4.49,97,Novo preço mais baixo,188.0,456.0
447,39704194,2021-03-19,2021-03-21,São Vicente,"Ilha Porchat, Vista Panorâmica, estacionamento",2,1,1,1,Wi-Fi,Elevador,Vista para o mar,Ar-condicionado,4.86,42,Raridade,145.0,399.0
448,13595641,2021-03-19,2021-03-21,Guarujá,Apto aconchegante e ensolarado,6,1,6,1,Wi-Fi,Elevador,Self check-In,Cozinha,4.95,20,Novo preço mais baixo,157.0,434.0
449,33075341,2021-03-19,2021-03-21,Barra Funda,"Kitnet Guarujá Centro, Pitangueiras",4,1,3,1,Elevador,Self check-In,Máquina de Lavar,Cozinha,4.62,53,Novo preço mais baixo,188.0,456.0
450,46287455,2021-03-19,2021-03-21,José Menino,"Studio 207, Vista para o Mar com WI-FI",4,1,2,1,Wi-Fi,Self check-In,Vista para o mar,Ar-condicionado,4.57,7,Raridade,187.0,508.0
451,13138016,2021-03-19,2021-03-21,Santos,Canto charmoso na praia,4,Estúdio,2,1,Wi-Fi,Elevador,Self check-In,Cozinha,4.77,177,Raridade,106.0,262.0
452,30123921,2021-03-19,2021-03-21,Itararé,Loft da Bel - frente ao mar,4,Estúdio,3,1,Wi-Fi,Elevador,Self check-In,Vista para o mar,4.89,128,Raridade,140.0,320.0
453,45507297,2021-03-12,2021-03-14,São Paulo,"Apto na quadra da praia Gonzaguinha, São Vicente.",5,1,4,1,Wi-Fi,Cozinha,Permitido animais,Máquina de Lavar,5.0,5,Raridade,160.0,320.0
454,38672853,2021-03-12,2021-03-14,Nova Mirim,Apto 74 pronto para oferecer o melhor pra você!,3,1,3,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.94,64,Raridade,211.0,502.0
455,15313553,2021-03-12,2021-03-14,Guarujá,Apartamento espaçoso na vx f 3zx00 m do m,4,2,5,2,Cozinha,Estacionamento gratuito,Elevador,Self check-In,4.78,155,Raridade,163.0,445.0
456,32407595,2021-03-12,2021-03-14,Parque Enseada,Apartamento 1 dormitório com piscina e lazer,6,1,1,1,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,4.67,12,Novo preço mais baixo,214.0,548.0
457,46033720,2021-03-12,2021-03-14,José Menino,"Studio 607, frente ao mar, completo  todo decorado",4,1,2,1,Wi-Fi,Self check-In,Vista para o mar,Ar-condicionado,5.0,9,Raridade,181.0,496.0
458,32646079,2021-03-12,2021-03-14,Santos,Luxo e conforto perto de tudo e da praia,4,Estúdio,2,1,Wi-Fi,Máquina de Lavar,Ar-condicionado,Cozinha,4.95,87,Raridade,176.0,411.0
459,3444492,2021-03-12,2021-03-14,São Vicente,Ilha Porchat. Vista do mar. Wi-Fi e garagem,5,1,4,1,Wi-Fi,Vista para o mar,Cozinha,Estacionamento gratuito,4.81,242,Raridade,164.0,377.0
460,44967118,2021-03-12,2021-03-14,Casa inteira em Centerville,"Kitnet para 2 pessoas ""casa de fundos""",2,1,1,1,Wi-Fi,Máquina de Lavar,Piscina,Estacionamento gratuito,5.0,32,Raridade,171.0,342.0
461,23200086,2021-03-12,2021-03-14,Guarujá,Apto Praia de Pitangueiras - Quadra da Praia,6,1,1,1,Wi-Fi,Elevador,Self check-In,Cozinha,4.83,24,Novo preço mais baixo,228.0,456.0
462,45737808,2021-03-12,2021-03-14,Itararé,Kitnet na Praia dos Milionários Vista Panorâmica,2,Estúdio,1,1,Wi-Fi,Elevador,Vista para o mar,Ar-condicionado,5.0,15,Raridade,144.0,388.0
463,47021279,2021-03-19,2021-03-21,Boqueirão,"#flat31 - 50mbs, Piscina, Churrasqueira e Garagem",3,1,1,1,Wi-Fi,Vista para o mar,Vista para as águas,Piscina,5.0,7,Raridade,201.0,482.0
464,36033418,2021-03-19,2021-03-21,Santos,Flat Estanconfor Santos com Jacuzzi privativa !,4,1,2,1,Wi-Fi,Elevador,Self check-In,Secadora,4.83,47,Raridade,415.0,908.0
465,41819667,2021-03-19,2021-03-21,Casa inteira em Jardim Ana Maria,CASA COM JACUZZI PÉ NA AREIA EM CONDOMINIO FECHADO,10,3,3,2 e meio,Wi-Fi,Self check-In,Vista para o mar,Secadora,4.9,41,Raridade,685.0,1369.0
466,20774709,2021-03-19,2021-03-21,"Guarujá, Pitangueiras Centro",Guarujá Centro Pitangueiras Wi-Fi,4,1,3,1,Elevador,Self check-In,Cozinha,Estacionamento gratuito,4.49,97,Raridade,188.0,456.0
467,22469373,2021-03-19,2021-03-21,Vila Assuncao,Apto - Temporada - Praia Grande,6,1,6,1,Wi-Fi,Elevador,Self check-In,Vista para o mar,4.63,38,Novo preço mais baixo,103.0,205.0
468,47294739,2021-03-19,2021-03-21,Vila Julia,Venha desfrutar do melhor do Guarujá,5,1,1,1 e meio,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,3.75,4,Raridade,110.0,320.0
469,42642255,2021-03-19,2021-03-21,Cidade Ocian,Apto aconchegante próximo a praia e comércios,4,1,2,1,Secadora,Cozinha,Estacionamento gratuito,Permitido animais,4.64,14,Novo preço mais baixo,89.0,278.0
470,26770483,2021-03-05,2021-03-07,Centro,"Pitangueiras, Ap 144, Golden Beach, 2 vagas",5,2,3,1,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.81,23,Novo preço mais baixo,343.0,685.0
471,46663945,2021-03-05,2021-03-07,Vila Caiçara,FRENTE AO MAR. APARTAMENTO EM PRAIA GRANDE.,4,1,3,1,Ar-condicionado,Cozinha,Permitido animais,Elevador,4.75,8,Raridade,146.0,411.0
472,31276478,2021-03-05,2021-03-07,Centro,Apartamento de luxo - 50 m da praia - wifi 35 mega,4,Estúdio,1,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.89,36,Raridade,176.0,411.0
473,36757068,2021-03-05,2021-03-07,Balneario Cidade Atlantica,Apartamento Guarujá 300m Praia Enseada,5,3,4,2 e meio,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.98,40,Novo preço mais baixo,216.0,582.0
474,42517975,2021-03-05,2021-03-07,São Vicente,Ótima localização frente ao mar Praia Itararé,2,1,2,1,Ar-condicionado,Cozinha,Estacionamento gratuito,Permitido animais,4.36,11,Novo preço mais baixo,108.0,285.0
475,45271945,2021-03-05,2021-03-07,Centro,DEMAIS!!! 50 Metros praia de Pitangueiras!,4,1,1,1,Wi-Fi,Cozinha,Permitido animais,Elevador,4.33,12,Raridade,214.0,548.0
476,31952361,2021-03-05,2021-03-07,Centro,"Apto frente ao mar c/ playground, ar cond. e Wi-Fi",6,Estúdio,2,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.59,71,Raridade,187.0,434.0
477,47580107,2021-03-05,2021-03-07,Jardim Las Palmas,Guarujá piscina ar wi-fi próximo a praia 6 pessoas,6,2,4,2,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.75,4,Raridade,296.0,742.0
478,45884578,2021-03-05,2021-03-07,Itararé,"Lindo Kit Novíssimo, Pé na Areia no Itararé.",2,Estúdio,4,1,Wi-Fi,Cozinha,Elevador,Vista para as águas,5.0,12,Novo preço mais baixo,155.0,389.0
479,5873475,2021-03-12,2021-03-14,Guarujá,Lindo Apartamento a 300M da praia,4,2,3,1,Cozinha,Permitido animais,Elevador,Self check-In,4.68,75,Novo preço mais baixo,211.0,502.0
480,39216218,2021-03-12,2021-03-14, São Vicente,Kit Veraneio - Vista total para o mar,3,1,1,1,Cozinha,Elevador,Self check-In,Vista para o mar,4.96,52,Raridade,144.0,388.0
481,20193688,2021-03-12,2021-03-14,Jardim Las Palmas,Astúrias Apto aconchegante perto da praia,2,1,1,1,Ar-condicionado,Piscina,Cozinha,Estacionamento gratuito,4.82,46,Novo preço mais baixo,228.0,456.0
482,40190612,2021-03-12,2021-03-14,Jardim Tres Marias,Cobertura linda com churrasqueira privativa e wifi,7,2,6,2,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,4.94,32,Raridade,247.0,644.0
483,16256715,2021-03-12,2021-03-14,Guarujá,Proximo a praia para até 6 pessoas!,6,3,4,2,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.81,58,Raridade,223.0,536.0
484,46115874,2021-03-12,2021-03-14,Boqueirão,"#flat85 - WiFi, Piscina, Churrasqueira e Garagem",2,1,1,1,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,4.93,15,Raridade,191.0,461.0
485,38039978,2021-03-05,2021-03-07,Santos,Estanconfor Santos com Vista Mar,4,1,2,1,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.63,49,Raridade,300.0,599.0
486,36550628,2021-03-05,2021-03-07,Gonzaga,Flat Estanconfor Santos - uma quadra da praia,4,1,2,1,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.98,51,Raridade,263.0,605.0
487,39763299,2021-03-19,2021-03-21,José Menino,"Conforto,frente à praia do José menino/Santos",3,Estúdio,2,1,Cozinha,Permitido animais,Elevador,Vista para o mar,4.65,51,Raridade,107.0,294.0
488,43663668,2021-03-19,2021-03-21,Casa inteira em Jardim Guaiuba,Casa Praia Guaúba familiar Vista p/ Montanha,5,3,4,2,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,5.0,19,Raridade,351.0,781.0
489,20222310,2021-03-19,2021-03-21,Ilha Porchat,"Ilha Porchat, com vista, garagem e Wi-Fi",4,1,1,1,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,4.71,104,Raridade,164.0,377.0
490,16256715,2021-03-19,2021-03-21,Guarujá,Proximo a praia para até 6 pessoas!,6,3,4,2,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.81,58,Raridade,229.0,548.0
491,45271945,2021-03-19,2021-03-21,Centro,DEMAIS!!! 50 Metros praia de Pitangueiras!,4,1,1,1,Wi-Fi,Cozinha,Permitido animais,Elevador,4.33,12,Raridade,214.0,548.0
492,38621022,2021-03-19,2021-03-21,Casa inteira em Jardim Mar e Ceu,residêncial familiar em Guarujá,5,2,5,1,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,4.97,32,Novo preço mais baixo,286.0,571.0
493,42405191,2021-03-05,2021-03-07,Jardim Virginia,Conforto Charmoso no Guarujá | Jd. Virginia,4,2,2,2,Wi-Fi,Cozinha,Estacionamento gratuito,Jacuzzi,4.69,13,Novo preço mais baixo,275.0,644.0
494,23022817,2021-03-05,2021-03-07,Jardim Las Palmas,Linda cobertura na praia do Tombo,6,2,5,2,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,4.47,45,Raridade,628.0,1255.0
495,47090926,2021-03-05,2021-03-07,Gonzaga,Quarto com cama de casal condomínio com todo lazer,2,1,1,1 compartilhado,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.71,7,Raridade,156.0,342.0
496,41143618,2021-03-05,2021-03-07,Mongagua,Apto de 1 dorm frente ao mar com piscina no centro,6,1,3,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.89,35,Raridade,178.0,445.0
497,40884233,2021-03-05,2021-03-07,Vila Tupi,Apartamento aconchegante frente ao mar.,4,1,2,1,Wi-Fi,Cozinha,Estacionamento gratuito,Vista para o mar,4.93,43,Raridade,160.0,320.0
498,16081237,2021-03-05,2021-03-07,Guarujá,Apartamento Praia das Astúrias,6,2,7,3,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.88,34,Novo preço mais baixo,204.0,628.0
499,46281553,2021-03-05,2021-03-07,Gonzaga,Apto Gonzaga Lado Shopping Miramar 45,4,1,3,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,5.0,12,Raridade,183.0,365.0
500,44419309,2021-03-12,2021-03-14,José Menino,Charmoso apartamento em Santos na quadra da praia,4,1,1,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.84,25,Novo preço mais baixo,171.0,342.0
501,44860968,2021-03-12,2021-03-14,Centro,"Praia do Gonzaguinha, quintal de casa - SV",2,1,1,1,Wi-Fi,Self check-In,Cozinha,Estacionamento gratuito,5.0,12,Novo preço mais baixo,108.0,285.0
502,30497949,2021-03-12,2021-03-14,Aviação,Aviação apartamento com vista e excelente ambiente,6,2,2,1,Wi-Fi,Elevador,Máquina de Lavar,Cozinha,4.89,62,Raridade,136.0,422.0
503,47586746,2021-03-05,2021-03-07,Vila Auzira,Apartamento Guarujá Asturias,6,1,1,1,Self check-In,Vista para o mar,Máquina de Lavar,Ar-condicionado,5.0,4,Novo preço mais baixo,203.0,525.0
504,22469373,2021-03-05,2021-03-07,Vila Assuncao,Apto - Temporada - Praia Grande,6,1,6,1,Wi-Fi,Elevador,Self check-In,Vista para o mar,4.63,38,Novo preço mais baixo,103.0,205.0
505,47335552,2021-03-05,2021-03-07,Maitinga,Apartamento na praia do Maitinga em Bertioga,4,1,2,1,Wi-Fi,Máquina de Lavar,Cozinha,Estacionamento gratuito,4.5,6,Raridade,118.0,285.0
506,45740885,2021-03-05,2021-03-07,Ilha Porchat,"Ilha Porchat, com vista deslumbrante para o mar.",2,1,1,1,Wi-Fi,Vista para o mar,Cozinha,Estacionamento gratuito,5.0,12,Novo preço mais baixo,293.0,685.0
507,31952361,2021-03-12,2021-03-14,Centro,"Apto frente ao mar c/ playground, ar cond. e Wi-Fi",6,Estúdio,2,1,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.59,71,Raridade,187.0,434.0
508,36550628,2021-03-26,2021-03-28,Gonzaga,Flat Estanconfor Santos - uma quadra da praia,4,1,2,1,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.98,51,Raridade,263.0,605.0
509,41990959,2021-03-26,2021-03-28,Nova Mirim,Apto 84 pronto para oferecer o melhor pra você!,3,1,3,1,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.94,36,Raridade,211.0,502.0
510,20590298,2021-03-05,2021-03-07,Jardim Santa Genoveva,APTO INTEIRO e confortável - Praia da Enseada.,6,2,5,1,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,4.89,85,Novo preço mais baixo,203.0,525.0
